,lemmatised_Matthew
12502,eleventh
12503,hour
12504,went
12505,found
12506,others
12507,standing
12508,","
12509,saith
12510,:
12511,stand
12512,day
12513,idle
12514,?
12515,20:7
12516,.
12517,say
12518,:
12519,man
12520,hath
12521,hired
12522,u
12523,.
12524,saith
12525,:
12526,Go
12527,ye
12528,also
12529,vineyard
12530,.
12531,20:8
12532,.
12533,evening
12534,come
12535,","
12536,lord
12537,vineyard
12538,saith
12539,steward
12540,:
12541,Call
12542,labourer
12543,pay
12544,hire
12545,","
12546,beginning
12547,last
12548,even
12549,first
12550,.
12551,20:9
12552,.
12553,therefore
12554,come
12555,came
12556,eleventh
12557,hour
12558,","
12559,received
12560,every
12561,man
12562,penny
12563,.
12564,20:10
12565,.
12566,first
12567,also
12568,came
12569,","
12570,thought
12571,receive
12572,:
12573,also
12574,received
12575,every
12576,man
12577,penny
12578,.
12579,20:11
12580,.
12581,receiving
12582,murmured
12583,master
12584,house
12585,","
12586,20:12
12587,.
12588,Saying
12589,:
12590,last
12591,worked
12592,one
12593,hour
12594,","
12595,thou
12596,hast
12597,made
12598,equal
12599,u
12600,","
12601,borne
12602,burden
12603,day
12604,heat
12605,.
12606,20:13
12607,.
12608,answering
12609,said
12610,one
12611,:
12612,friend
12613,","
12614,thee
12615,wrong
12616,:
12617,didst
12618,thou
12619,agree
12620,penny
12621,?
12622,20:14
12623,.
12624,Take
12625,thine
12626,","
12627,go
12628,thy
12629,way
12630,:
12631,also
12632,give
12633,last
12634,even
12635,thee
12636,.
12637,20:15
12638,.
12639,","
12640,lawful
12641,?
12642,thy
12643,eye
12644,evil
12645,","
12646,good
12647,?
12648,....
12649,Viz.
12650,","
12651,","
12652,matter
12653,depend
12654,bounty
12655,.
12656,20:16
12657,.
12658,shall
12659,last
12660,first
12661,first
12662,last
12663,.
12664,many
12665,called
12666,chosen
12667,.
12668,20:17
12669,.
12670,Jesus
12671,going
12672,Jerusalem
12673,","
12674,took
12675,twelve
12676,disciple
12677,apart
12678,said
12679,:
12680,20:18
12681,.
12682,Behold
12683,go
12684,Jerusalem
12685,","
12686,Son
12687,man
12688,shall
12689,betrayed
12690,chief
12691,priest
12692,scribe
12693,:
12694,shall
12695,condemn
12696,death
12697,.
12698,20:19
12699,.
12700,shall
12701,deliver
12702,Gentiles
12703,mocked
12704,scourged
12705,crucified
12706,:
12707,third
12708,day
12709,shall
12710,rise
12711,.
12712,20:20
12713,.
12714,came
12715,mother
12716,son
12717,Zebedee
12718,son
12719,","
12720,adoring
12721,asking
12722,something
12723,.
12724,20:21.
12725,said
12726,:
12727,wilt
12728,thou
12729,?
12730,saith
12731,:
12732,say
12733,two
12734,son
12735,may
12736,sit
12737,","
12738,one
12739,thy
12740,right
12741,hand
12742,","
12743,thy
12744,left
12745,","
12746,thy
12747,kingdom
12748,.
12749,20:22
12750,.
12751,Jesus
12752,answering
12753,","
12754,said
12755,:
12756,know
12757,ask
12758,.
12759,drink
12760,chalice
12761,shall
12762,drink
12763,?
12764,say
12765,:
12766,.
12767,20:23
12768,.
12769,saith
12770,:
12771,chalice
12772,indeed
12773,shall
12774,drink
12775,;
12776,sit
12777,right
12778,left
12779,hand
12780,mine
12781,give
12782,","
12783,prepared
12784,Father
12785,.
12786,20:24
12787,.
12788,ten
12789,","
12790,hearing
12791,","
12792,moved
12793,indignation
12794,two
12795,brother
12796,.
12797,20:25
12798,.
12799,Jesus
12800,called
12801,said
12802,:
12803,know
12804,prince
12805,Gentiles
12806,lord
12807,;
12808,greater
12809,","
12810,exercise
12811,power
12812,upon
12813,.
12814,20:26
12815,.
12816,shall
12817,among
12818,:
12819,whosoever
12820,greater
12821,among
12822,","
12823,let
12824,minister
12825,.
12826,20:27
12827,.
12828,first
12829,among
12830,shall
12831,servant
12832,.
12833,20:28
12834,.
12835,Even
12836,Son
12837,man
12838,come
12839,ministered
12840,unto
12841,","
12842,minister
12843,give
12844,life
12845,redemption
12846,many
12847,.
12848,20:29
12849,.
12850,went
12851,Jericho
12852,","
12853,great
12854,multitude
12855,followed
12856,.
12857,20:30
12858,.
12859,behold
12860,two
12861,blind
12862,men
12863,sitting
12864,way
12865,side
12866,heard
12867,Jesus
12868,passed
12869,.
12870,cried
12871,","
12872,saying
12873,:
12874,Lord
12875,","
12876,thou
12877,son
12878,David
12879,","
12880,mercy
12881,u
12882,.
12883,20:31
12884,.
12885,multitude
12886,rebuked
12887,hold
12888,peace
12889,.
12890,cried
12891,","
12892,saying
12893,:
12894,Lord
12895,","
12896,thou
12897,son
12898,David
12899,","
12900,mercy
12901,u
12902,.
12903,20:32
12904,.
12905,Jesus
12906,stood
12907,called
12908,said
12909,:
12910,ye
12911,?
12912,20:33
12913,.
12914,say
12915,:
12916,Lord
12917,","
12918,eye
12919,opened
12920,.
12921,20:34
12922,.
12923,Jesus
12924,compassion
12925,","
12926,touched
12927,eye
12928,.
12929,immediately
12930,saw
12931,followed
12932,.
12933,Matthew
12934,Chapter
12935,21
12936,Christ
12937,ride
12938,Jerusalem
12939,upon
12940,as
12941,.
12942,cast
12943,buyer
12944,seller
12945,temple
12946,","
12947,curse
12948,fig
12949,tree
12950,put
12951,silence
12952,priest
12953,scribe
12954,.
12955,21:1
12956,.
12957,drew
12958,nigh
12959,Jerusalem
12960,come
12961,Bethphage
12962,","
12963,unto
12964,mount
12965,Olivet
12966,","
12967,Jesus
12968,sent
12969,two
12970,disciple
12971,","
12972,21:2
12973,.
12974,Saying
12975,:
12976,Go
12977,ye
12978,village
12979,:
12980,immediately
12981,shall
12982,find
12983,as
12984,tied
12985,colt
12986,.
12987,Loose
12988,bring
12989,.
12990,21:3
12991,.
12992,man
12993,shall
12994,say
12995,anything
12996,","
12997,say
12998,ye
12999,Lord
13000,hath
13001,need
13002,.
13003,forthwith
13004,let
13005,go
13006,.
13007,21:4
13008,.
13009,done
13010,might
13011,fulfilled
13012,spoken
13013,prophet
13014,","
13015,saying
13016,:
13017,21:5
13018,.
13019,Tell
13020,ye
13021,daughter
13022,Sion
13023,:
13024,Behold
13025,thy
13026,king
13027,cometh
13028,thee
13029,","
13030,meek
13031,sitting
13032,upon
13033,as
13034,colt
13035,","
13036,foal
13037,used
13038,yoke
13039,.
13040,21:6
13041,.
13042,disciple
13043,going
13044,","
13045,Jesus
13046,commanded
13047,.
13048,21:7
13049,.
13050,brought
13051,as
13052,colt
13053,laid
13054,garment
13055,upon
13056,made
13057,sit
13058,thereon
13059,.
13060,21:8
13061,.
13062,great
13063,multitude
13064,spread
13065,garment
13066,way
13067,:
13068,others
13069,cut
13070,bough
13071,tree
13072,strewed
13073,way
13074,.
13075,21:9
13076,.
13077,multitude
13078,went
13079,followed
13080,cried
13081,","
13082,saying
13083,:
13084,Hosanna
13085,son
13086,David
13087,:
13088,Blessed
13089,cometh
13090,name
13091,Lord
13092,:
13093,Hosanna
13094,highest
13095,.
13096,21:10
13097,.
13098,come
13099,Jerusalem
13100,","
13101,whole
13102,city
13103,moved
13104,","
13105,saying
13106,:
13107,?
13108,21:11
13109,.
13110,people
13111,said
13112,:
13113,Jesus
13114,","
13115,prophet
13116,Nazareth
13117,Galilee
13118,.
13119,21:12
13120,.
13121,Jesus
13122,went
13123,temple
13124,God
13125,cast
13126,sold
13127,bought
13128,temple
13129,overthrew
13130,table
13131,money
13132,changer
13133,chair
13134,sold
13135,dove
13136,.
13137,21:13
13138,.
13139,saith
13140,:
13141,written
13142,","
13143,house
13144,shall
13145,called
13146,house
13147,prayer
13148,;
13149,made
13150,den
13151,thief
13152,.
13153,21:14
13154,.
13155,came
13156,blind
13157,lame
13158,temple
13159,:
13160,healed
13161,.
13162,21:15
13163,.
13164,chief
13165,priest
13166,scribe
13167,","
13168,seeing
13169,wonderful
13170,thing
13171,child
13172,cry
13173,temple
13174,saying
13175,:
13176,Hosanna
13177,son
13178,David
13179,","
13180,moved
13181,indignation
13182,","
13183,21:16
13184,.
13185,said
13186,:
13187,Hearest
13188,thou
13189,say
13190,?
13191,Jesus
13192,said
13193,:
13194,Yea
13195,","
13196,never
13197,read
13198,:
13199,mouth
13200,infant
13201,suckling
13202,thou
13203,hast
13204,perfected
13205,praise
13206,?
13207,21:17
13208,.
13209,leaving
13210,","
13211,went
13212,city
13213,Bethania
13214,remained
13215,.
13216,21:18
13217,.
13218,morning
13219,","
13220,returning
13221,city
13222,","
13223,hungry
13224,.
13225,21:19
13226,.
13227,seeing
13228,certain
13229,fig
13230,tree
13231,way
13232,side
13233,","
13234,came
13235,found
13236,nothing
13237,leaf
13238,.
13239,saith
13240,:
13241,May
13242,fruit
13243,grow
13244,thee
13245,henceforward
13246,ever
13247,.
13248,immediately
13249,fig
13250,tree
13251,withered
13252,away
13253,.
13254,21:20
13255,.
13256,disciple
13257,seeing
13258,wondered
13259,","
13260,saying
13261,:
13262,presently
13263,withered
13264,away
13265,?
13266,21:21
13267,.
13268,Jesus
13269,answering
13270,","
13271,said
13272,:
13273,Amen
13274,","
13275,say
13276,","
13277,shall
13278,faith
13279,stagger
13280,","
13281,fig
13282,tree
13283,shall
13284,","
13285,also
13286,shall
13287,say
13288,mountain
13289,","
13290,Take
13291,cast
13292,thyself
13293,sea
13294,","
13295,shall
13296,done
13297,.
13298,21:22
13299,.
13300,thing
13301,whatsoever
13302,shall
13303,ask
13304,prayer
13305,believing
13306,","
13307,shall
13308,receive
13309,.
13310,21:23
13311,.
13312,come
13313,temple
13314,","
13315,came
13316,","
13317,teaching
13318,","
13319,chief
13320,priest
13321,ancient
13322,people
13323,","
13324,saying
13325,:
13326,authority
13327,dost
13328,thou
13329,thing
13330,?
13331,hath
13332,given
13333,thee
13334,authority
13335,?
13336,21:24
13337,.
13338,Jesus
13339,answering
13340,","
13341,said
13342,:
13343,also
13344,ask
13345,one
13346,word
13347,","
13348,shall
13349,tell
13350,","
13351,also
13352,tell
13353,authority
13354,thing
13355,.
13356,21:25
13357,.
13358,baptism
13359,John
13360,","
13361,whence
13362,?
13363,heaven
13364,men
13365,?
13366,thought
13367,within
13368,","
13369,saying
13370,:
13371,21:26
13372,.
13373,shall
13374,say
13375,","
13376,heaven
13377,","
13378,say
13379,u
13380,:
13381,believe
13382,?
13383,shall
13384,say
13385,","
13386,men
13387,","
13388,afraid
13389,multitude
13390,:
13391,held
13392,John
13393,prophet
13394,.
13395,21:27
13396,.
13397,answering
13398,Jesus
13399,","
13400,said
13401,:
13402,know
13403,.
13404,also
13405,said
13406,:
13407,Neither
13408,tell
13409,authority
13410,thing
13411,.
13412,21:28
13413,.
13414,think
13415,?
13416,certain
13417,man
13418,two
13419,son
13420,:
13421,coming
13422,first
13423,","
13424,said
13425,:
13426,Son
13427,","
13428,go
13429,work
13430,day
13431,vineyard
13432,.
13433,21:29
13434,.
13435,answering
13436,","
13437,said
13438,:
13439,.
13440,afterwards
13441,","
13442,moved
13443,repentance
13444,","
13445,went
13446,.
13447,21:30
13448,.
13449,coming
13450,","
13451,said
13452,like
13453,manner
13454,.
13455,answering
13456,said
13457,:
13458,go
13459,","
13460,Sir
13461,.
13462,went
13463,.
13464,21:31
13465,.
13466,two
13467,father
13468,’
13469,?
13470,say
13471,:
13472,first
13473,.
13474,Jesus
13475,saith
13476,:
13477,Amen
13478,say
13479,publican
13480,harlot
13481,shall
13482,go
13483,kingdom
13484,God
13485,.
13486,21:32
13487,.
13488,John
13489,came
13490,way
13491,justice
13492,:
13493,believe
13494,.
13495,publican
13496,harlot
13497,believed
13498,:
13499,","
13500,seeing
13501,","
13502,even
13503,afterwards
13504,repent
13505,","
13506,might
13507,believe
13508,.
13509,21:33
13510,.
13511,Hear
13512,ye
13513,another
13514,parable
13515,.
13516,man
13517,","
13518,householder
13519,","
13520,planted
13521,vineyard
13522,made
13523,hedge
13524,round
13525,dug
13526,press
13527,built
13528,tower
13529,let
13530,husbandman
13531,went
13532,strange
13533,country
13534,.
13535,21:34
13536,.
13537,time
13538,fruit
13539,drew
13540,nigh
13541,","
13542,sent
13543,servant
13544,husbandman
13545,might
13546,receive
13547,fruit
13548,thereof
13549,.
13550,21:35
13551,.
13552,husbandman
13553,laying
13554,hand
13555,servant
13556,","
13557,beat
13558,one
13559,killed
13560,another
13561,stoned
13562,another
13563,.
13564,21:36
13565,.
13566,sent
13567,servant
13568,","
13569,former
13570,;
13571,like
13572,manner
13573,.
13574,21:37
13575,.
13576,last
13577,sent
13578,son
13579,","
13580,saying
13581,:
13582,reverence
13583,son
13584,.
13585,21:38
13586,.
13587,husbandman
13588,seeing
13589,son
13590,","
13591,said
13592,among
13593,:
13594,heir
13595,:
13596,come
13597,","
13598,let
13599,u
13600,kill
13601,","
13602,shall
13603,inheritance
13604,.
13605,21:39
13606,.
13607,taking
13608,","
13609,cast
13610,forth
13611,vineyard
13612,killed
13613,.
13614,21:40
13615,.
13616,therefore
13617,lord
13618,vineyard
13619,shall
13620,come
13621,","
13622,husbandman
13623,?
13624,21:41
13625,.
13626,say
13627,:
13628,bring
13629,evil
13630,men
13631,evil
13632,end
13633,let
13634,vineyard
13635,husbandman
13636,shall
13637,render
13638,fruit
13639,due
13640,season
13641,.
13642,21:42
13643,.
13644,Jesus
13645,saith
13646,:
13647,never
13648,read
13649,Scriptures
13650,:
13651,stone
13652,builder
13653,rejected
13654,","
13655,become
13656,head
13657,corner
13658,?
13659,Lord
13660,done
13661,;
13662,wonderful
13663,eye
13664,.
13665,21:43
13666,.
13667,Therefore
13668,say
13669,kingdom
13670,God
13671,shall
13672,taken
13673,shall
13674,given
13675,nation
13676,yielding
13677,fruit
13678,thereof
13679,.
13680,21:44
13681,.
13682,whosoever
13683,shall
13684,fall
13685,stone
13686,shall
13687,broken
13688,:
13689,whomsoever
13690,shall
13691,fall
13692,","
13693,shall
13694,grind
13695,powder
13696,.
13697,21:45
13698,.
13699,chief
13700,priest
13701,Pharisees
13702,heard
13703,parable
13704,","
13705,knew
13706,spoke
13707,.
13708,21:46
13709,.
13710,seeking
13711,lay
13712,hand
13713,","
13714,feared
13715,multitude
13716,","
13717,held
13718,prophet
13719,.
13720,Matthew
13721,Chapter
13722,22
13723,parable
13724,marriage
13725,feast
13726,.
13727,Christ
13728,order
13729,tribute
13730,paid
13731,Caesar
13732,.
13733,confutes
13734,Sadducees
13735,","
13736,shews
13737,first
13738,commandment
13739,law
13740,puzzle
13741,Pharisees
13742,.
13743,22:1
13744,.
13745,Jesus
13746,answering
13747,","
13748,spoke
13749,parable
13750,","
13751,saying
13752,:
13753,22:2
13754,.
13755,kingdom
13756,heaven
13757,likened
13758,king
13759,made
13760,marriage
13761,son
13762,.
13763,22:3
13764,.
13765,sent
13766,servant
13767,call
13768,invited
13769,marriage
13770,:
13771,would
13772,come
13773,.
13774,22:4
13775,.
13776,sent
13777,servant
13778,","
13779,saying
13780,:
13781,Tell
13782,invited
13783,","
13784,Behold
13785,","
13786,prepared
13787,dinner
13788,:
13789,beef
13790,fatlings
13791,killed
13792,","
13793,thing
13794,ready
13795,.
13796,Come
13797,ye
13798,marriage
13799,.
13800,22:5
13801,.
13802,neglected
13803,went
13804,way
13805,","
13806,one
13807,farm
13808,another
13809,merchandise
13810,.
13811,22:6
13812,.
13813,rest
13814,laid
13815,hand
13816,servant
13817,","
13818,treated
13819,contumeliously
13820,","
13821,put
13822,death
13823,.
13824,22:7
13825,.
13826,king
13827,heard
13828,","
13829,angry
13830,:
13831,sending
13832,army
13833,","
13834,destroyed
13835,murderer
13836,burnt
13837,city
13838,.
13839,22:8
13840,.
13841,saith
13842,servant
13843,:
13844,marriage
13845,indeed
13846,ready
13847,;
13848,invited
13849,worthy
13850,.
13851,22:9
13852,.
13853,Go
13854,ye
13855,therefore
13856,highway
13857,;
13858,many
13859,shall
13860,find
13861,","
13862,call
13863,marriage
13864,.
13865,22:10
13866,.
13867,servant
13868,going
13869,forth
13870,way
13871,","
13872,gathered
13873,together
13874,found
13875,","
13876,bad
13877,good
13878,:
13879,marriage
13880,filled
13881,guest
13882,.
13883,22:11
13884,.
13885,king
13886,went
13887,see
13888,guest
13889,:
13890,saw
13891,man
13892,wedding
13893,garment
13894,.
13895,22:12
13896,.
13897,saith
13898,:
13899,Friend
13900,","
13901,camest
13902,thou
13903,hither
13904,wedding
13905,garment
13906,?
13907,silent
13908,.
13909,22:13
13910,.
13911,king
13912,said
13913,waiter
13914,:
13915,Bind
13916,hand
13917,foot
13918,","
13919,cast
13920,exterior
13921,darkness
13922,.
13923,shall
13924,weeping
13925,gnashing
13926,teeth
13927,.
13928,22:14
13929,.
13930,many
13931,called
13932,","
13933,chosen
13934,.
13935,22:15
13936,.
13937,Pharisees
13938,going
13939,","
13940,consulted
13941,among
13942,insnare
13943,speech
13944,.
13945,22:16
13946,.
13947,sent
13948,disciple
13949,Herodians
13950,","
13951,saying
13952,:
13953,Master
13954,","
13955,know
13956,thou
13957,art
13958,true
13959,speaker
13960,teachest
13961,way
13962,God
13963,truth
13964,.
13965,Neither
13966,carest
13967,thou
13968,man
13969,:
13970,thou
13971,dost
13972,regard
13973,person
13974,men
13975,.
13976,Herodians
13977,....
13978,","
13979,belonged
13980,Herod
13981,","
13982,joined
13983,standing
13984,necessity
13985,paying
13986,tribute
13987,Caesar
13988,","
13989,","
13990,Roman
13991,emperor
13992,.
13993,opinion
13994,sect
13995,among
13996,Jews
13997,called
13998,Herodians
13999,","
14000,maintaining
14001,Herod
14002,Messias
14003,.
14004,22:17
14005,.
14006,Tell
14007,u
14008,therefore
14009,dost
14010,thou
14011,think
14012,?
14013,lawful
14014,give
14015,tribute
14016,Caesar
14017,","
14018,?
14019,22:18
14020,.
14021,Jesus
14022,knowing
14023,wickedness
14024,","
14025,said
14026,:
14027,tempt
14028,","
14029,ye
14030,hypocrite
14031,?
14032,22:19
14033,.
14034,Shew
14035,coin
14036,tribute
14037,.
14038,offered
14039,penny
14040,.
14041,22:20
14042,.
14043,Jesus
14044,saith
14045,:
14046,Whose
14047,image
14048,inscription
14049,?
14050,22:21
14051,.
14052,say
14053,:
14054,Caesar
14055,’
14056,.
14057,saith
14058,:
14059,Render
14060,therefore
14061,Caesar
14062,thing
14063,Caesar
14064,’
14065,;
14066,God
14067,","
14068,thing
14069,God
14070,’
14071,.
14072,22:22
14073,.
14074,hearing
14075,","
14076,wondered
14077,","
14078,leaving
14079,","
14080,went
14081,way
14082,.
14083,22:23
14084,.
14085,day
14086,came
14087,Sadducees
14088,","
14089,say
14090,resurrection
14091,;
14092,asked
14093,","
